OBJECTID_1,OBJECTID,LOCALIDAD,ORGANIZACI,TIPO_DE_OR,NOMBRE_ENT,ESTADO,DIRECCION,Nomenclatu,TELEFONO,CELULAR,BARRIO,EMAIL,ID_DISCIPL,DESCRIPCIO,UPlCodigo,UPlNombre,LocNombre,LocCodigo
"525","525",N.D.,Cultural,N.D.,FUNDACION ESCUELA DE ARTES GENERACION 12,A,"Calle 22 C NO. 31 01 Of. Esceula de Artes  



","CL 22 C   31 01 Of. Esceula de Artes  



","7457373","30150051115",N.D.,administrativo@estudio12colombia.com,N.D.,N.D.,UPZ108,ZONA INDUSTRIAL,PUENTE ARANDA,"16"
"526","526",N.D.,Deportiva,N.D.,FUNDACION ESCUELA DE TENIS EL PINAR,N.D.,Calle 153 No.97-b-63 Ap 5 302,CL 153  97-b-63 Ap 5 302,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ27,SUBA,SUBA,"11"
"527","527",N.D.,Cultural,N.D.,FUNDACION ESCUELA SUPERIOR DE ARTE Y TECNOLOGIA ESARTEC,A,"Calle 58 No. 18 - 44 


","CL 58   18 - 44 


","4674244
4674425",N.D.,N.D.,ESARTEC@YAHOO.ES,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"528","528",N.D.,Cultural,N.D.,FUNDACION ESTUDIOS ARTISTICOS Y CULTURALES GRAFITTO,A,"Calle 45 A 14 - 66
","CL 45 A 14 - 66
",N.D.,N.D.,N.D.,fundaciongrafitto@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"529","529",N.D.,Cultural,N.D.,"FUNDACION FAHRENHEIT 451
",A,"Calle 187 BIS NO. 20 A 65 AP 108
","CL 187 BIS   20 A 65 AP 108
","6695574",N.D.,N.D.,fund451@gmail.com,N.D.,N.D.,UPZ9,VERBENAL,USAQUEN,"01"
"530","530",N.D.,Deportiva,N.D.,FUNDACION FALCAO PARA EL FOMENTO DEL DEPORTE Y LA CONSTRUCCION DE ESCENARIOS DEPORTIVOS,N.D.,Calle 151 No.13 a 50 t of 2 204,CL 151  13 a 50 t of 2 204,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ13,LOS CEDROS,USAQUEN,"01"
"531","531",N.D.,Cultural,N.D.,FUNDACION FESTIVAL ART UN SITIO DE ESPERANZA,A,"CL 86 A NO. 23 - 05 


","CL 86 A   23 - 05 


","4720849","3175014195",N.D.,admin@festivalart.org,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"532","532",N.D.,Cultural,N.D.,FUNDACIÓN FESTIVAL INTERNACIONAL DE HISTORIA,A,"Calle 93 BIS No. 19 - 40 OFC 204
","CL 93 BIS   19 - 40 OFC 204
","6910110",N.D.,N.D.,bcortazar@cortazarurdaneta.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"533","533",N.D.,Cultural,N.D.,FUNDACION FESTIVAL VALLENATO MAYOR,A,"Calle 127 C NO. 5 21
","CL 127 C   5 21
",N.D.,"3157859688",N.D., laude_f@hotmail.com,N.D.,N.D.,UPZ14,USAQUEN,USAQUEN,"01"
"534","534",N.D.,Cultural,N.D.,FUNDACION FLANEUR TEATRO,A,"Calle 7 NO. 87 B 53 IN 16 OF 364
","CL 7   87 B 53 IN 16 OF 364
",N.D.,"3223632923",N.D.,flaneurteatro@gmail.com,N.D.,N.D.,UPZ79,CALANDAIMA,KENNEDY,"08"
"535","535",N.D.,Cultural,N.D.,FUNDACION FORESTA NATURA COLOMBIA,A,"Calle 67 NO. 4 A 15
","CL 67   4 A 15
",N.D.,"30007942687",N.D.,forestanatura@hotmail.com,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"536","536",N.D.,Cultural,N.D.,FUNDACION FOTOMERAKI,A,"Carrera 10 NO. 53 80
","KR 10   53 80
",N.D.,"3117206956",N.D.,hola@victoriaholguin.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"537","537",N.D.,Deportiva,N.D.,FUNDACIÓN FRADES CALIDADES HUMANA TRABAJANDO AL SERVICIO DE LA SOCIEDAD.  (ANTES: FUND.FUTBOL POR LA PAZ),N.D.,Av. Calle 80 70 - F- 67,AV CL 80 70 - F- 67,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ26,LAS FERIAS,ENGATIVA,"10"
"538","538",N.D.,Deportiva,N.D.,FUNDACION FUTBOLMANIA GATO PEREZ,N.D.,Cra 14B N° 119-92 p 2,KR 14B N 119-92 p 2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"539","539",N.D.,Cultural,N.D.,FUNDACION GENTE ORIGINAL LINAJE DORADO GOLD,A,"Calle 146 No. 17 98 Apto 601

","CL 146   17 98 Apto 601

","2591067","3118524729",N.D.,"
FUNDACIONGOLD@YAHOO.COM",N.D.,N.D.,UPZ13,LOS CEDROS,USAQUEN,"01"
"540","540",N.D.,Cultural,N.D.,FUNDACIÓN GRATITUD,A,"Carrera 11 No. 76 - 14 Apto. 301
","KR 11   76 - 14 Apto. 301
",N.D.,N.D.,N.D.,hoyoscamilo@gmail.com,N.D.,N.D.,UPZ88,EL REFUGIO,CHAPINERO,"02"
"541","541",N.D.,Cultural,N.D.,FUNDACIÓN GRUPO LIEBRE LUNAR,A,Carrera 19 C No. 86 A 70,KR 19 C   86 A 70,"6212688",N.D.,N.D., liebreslunares@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"542","542",N.D.,Deportiva,N.D.,FUNDACION HIKARI NO SENSHI - GUERREROS DE LUZ -,N.D.,"Calle 54 NO. 70 27

","CL 54   70 27

",N.D.,"3223450810",N.D.,hikarinosenshi.guerrerosdeluz@gmail.com,N.D.,N.D.,UPZ31,SANTA CECILIA,ENGATIVA,"10"
"543","543",N.D.,Deportiva,N.D.,FUNDACION HUGO BONILLA,N.D.,Cll 22sur No 68 I -37,CL 22sur  68 I -37,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ44,AMERICAS,KENNEDY,"08"
"544","544",N.D.,Deportiva,N.D.,FUNDACION INDEPENDIENTE POPULAR,N.D.,Calle 4 B No.39 B 90 Interior 3 Apto. 611,CL 4 B  39 B 90 Interior 3 Apto. 611,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ40,CIUDAD MONTES,PUENTE ARANDA,"16"
"545","545",N.D.,Cultural,N.D.,FUNDACION INDIEBO,A,Calle 60 No. 17 - 20,CL 60   17 - 20,N.D.,N.D.,N.D., dmorris@garciamorris.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"546","546",N.D.,Deportiva,N.D.,FUNDACION INTERNACIONAL FIRST LEVEL,N.D.,"Calle 114 No.53-44 P 3o 
","CL 114  53-44 P 3o 
",N.D.,N.D.,N.D.,jugadores@cffirstlevel.com,N.D.,N.D.,UPZ20,LA ALHAMBRA,SUBA,"11"
"547","547",N.D.,Cultural,N.D.,FUNDACION ITINERARTE,A,"Calle 25 B NO. 32 A 48 Bl 5 Apto. 220
","CL 25 B   32 A 48 Bl 5 Apto. 220
","4753592",N.D.,N.D.,nicolasborrero@gmail.com,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"548","548",N.D.,Cultural,N.D.,FUNDACION JAIME MANZUR PARA EL DESARROLLO DE LAS ARTES ESCENICAS,A,"Calle 61 A NO. 14 - 58
","CL 61 A   14 - 58
","2496283",N.D.,N.D.,mariaeugeniahoyos@hotmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"549","549",N.D.,Cultural,N.D.,FUNDACION JUAN PABLO SOCARRAS YANI,A,"Carrera 13 # 78 - 98 Local 2



","KR 13   78 - 98 Local 2



","2715031
3001107
",N.D.,N.D.,socarras@juanpablosocarras.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"550","550",N.D.,Deportiva,N.D.,FUNDACION JUGANDO EN SERIO,N.D.,"Calle 36 Sur No. 78 G 27 SM 7 IN 7 C Kennedy S 7 MZ 9
","CL 36 Sur   78 G 27 SM 7 IN 7 C Kennedy S 7 MZ 9
",N.D.,N.D.,N.D.,fundacionjugandoenserio@gmail.com,N.D.,N.D.,UPZ47,KENNEDY CENTRAL,KENNEDY,"08"
"551","551",N.D.,Deportiva,N.D.,FUNDACION JUNTOS POR EL DEPORTE,N.D.,Calle 165 No.55-A-83 Int.2 Apto 401,CL 165  55-A-83 Int.2 Apto 401,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ18,BRITALIA,SUBA,"11"
"552","552",N.D.,Cultural,N.D.,FUNDACION KULTURVISION,A,"Carrera 15 NO. 82 – 58


","KR 15   82 – 58


","4673622",N.D.,N.D.,theresa.hoppe@kulturvision.org,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"553","553",N.D.,Cultural,N.D., FUNDACION L´EXPLOSE,A,Carrera 25 N°. 50 - 34,KR 25 N. 50 - 34,"2496492",N.D.,N.D.,  engira@lexplose.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"554","554",N.D.,Cultural,N.D.,FUNDACION L P LOS PRODUCTORES,A,"Transversal 96 A No. 75 - 80 Int 11
","TV 96 A   75 - 80 Int 11
",N.D.,"3108822320
3114949193",N.D.,contacto@losproductoreslp.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"555","555",N.D.,Cultural,N.D.,FUNDACION LA CHEVRE,A,"Calle 121 NO. 52 86 


","CL 121   52 86 


","6191955",N.D.,N.D.,jn145_5@hotmail.com,N.D.,N.D.,UPZ20,LA ALHAMBRA,SUBA,"11"
"556","556",N.D.,Cultural,N.D.,FUNDACION LA MALDITA VANIDAD TEATRO,A,"Carrera 19 NO. 45 A 17 AP 200 P 2 

","KR 19   45 A 17 AP 200 P 2 

","6055312","3158485513",N.D.,lamalditavanidadteatro@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"557","557",N.D.,Cultural,N.D.,FUNDACION LA NAVAJA DE OCKHAM LABORATORIO DE CREACION ESCENICA SU DENOMINACION ABREVIADA O SIGLA ES LA NAVAJA DE OCKHAM,A,"Transversal 28 A N 36-75 Apto. 401

","TV 28 A N 36-75 Apto. 401

","4086802","3133317454",N.D.,navajadeockham@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"558","558",N.D.,Cultural,N.D.,FUNDACION LA QUINTA PORRA LABORATORIO TEATRAL,A,"Calle 11 NO. 2 78

","CL 11   2 78

","3340748",N.D.,N.D.,gerentelaquintaporra@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"559","559",N.D.,Cultural,N.D.,FUNDACION MAGICA MUSICA,A,"Calle 162 A No. 56 - 57  Piso 3 


","CL 162 A   56 - 57  Piso 3 


",N.D.,"3138767967
3138772802",N.D.,fundacionmagicamusica@gmail.com,N.D.,N.D.,UPZ18,BRITALIA,SUBA,"11"
"560","560",N.D.,Cultural,N.D.,FUNDACION MANGUARE COMUNICACION Y CULTURA,A,"Calle 44 C NO. 45 53 BL 1 Apto. 504 

","CL 44 C   45 53 BL 1 Apto. 504 

",N.D.,"3124356175
3112888826",N.D.,manguarecultural@gmail.com,N.D.,N.D.,UPZ106,LA ESMERALDA,TEUSAQUILLO,"13"
"561","561",N.D.,Cultural,N.D.,FUNDACION MAPA TEATRO,A,"Calle 70A No. 13-02 Apto. 301

","CL 70A   13-02 Apto. 301

","2844899",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"562","562",N.D.,Cultural,N.D.,FUNDACION MAS ARTE MAS ACCION,A,"Calle 29 # 17 – 52
","CL 29   17 – 52
","4623541","3218319508",N.D.,info@masartemasaccion.org,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"563","563",N.D.,Deportiva,N.D.,FUNDACION MAS Y MEJOR DEPORTE,N.D.,Calle 56 No.5-22 APT 702,CL 56  5-22 APT 702,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"564","564",N.D.,Deportiva,N.D.,FUNDACIÓN MÁSTER VIDA EN EL DEPORTE,N.D.,"Carrera 43 No. 24 A 35
","KR 43   24 A 35
",N.D.,N.D.,N.D.,libratr@outlook.com,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"565","565",N.D.,Cultural,N.D.,FUNDACION MEDIT.ARTE,A,"Carrera 11 No. 73 44 Of. 301 


","KR 11   73 44 Of. 301 


","3003512",N.D.,N.D.,meditarteom@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"566","566",N.D.,Cultural,N.D.,FUNDACION MICROCHIPCHA  ,A,"Carrera 18 No. 39 25 CA 

","KR 18   39 25 CA 

",N.D.,"3107879113",N.D.,A_LOL_X@YAHOO.COM,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"567","567",N.D.,Cultural,N.D.,FUNDACION MUJER ES AUDIOVISUAL,A,"Carrera 70B N.5C-18 


","KR 70B N.5C-18 


",N.D.,"3142148036",N.D.,info@mujeresaudiovisual.org.co,N.D.,N.D.,UPZ44,AMERICAS,KENNEDY,"08"
"568","568",N.D.,Cultural,N.D.,FUNDACION MUSEO INTERNACIONAL DE LA ESMERALDA,A,"Carrera 7 No 16 - 66 P 23 Ed. AVIANCA


","KR 7  16 - 66 P 23 Ed. AVIANCA


","2831248",N.D.,N.D.,colombianemeral dscorp@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"569","569",N.D.,Cultural,N.D.,FUNDACION NACIONAL DE ORQUESTAS FILARMONICAS JUVENILES E INFANTILES BATUTA FUNDACION NACIONAL BATUTA FUNDACION BATUTA,A,"Calle. 9 No. 8-97  



","CL. 9   8-97  



","7449510",N.D.,N.D.,Batuta@fundacionbatuta.org,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"570","570",N.D.,Cultural,N.D.,FUNDACION NIÑOS DE LA OPERA,A,Calle 45 F # 16 - 72,CL 45 F   16 - 72,N.D.,"3192329607",N.D.,giovannamarizol@hotmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"571","571",N.D.,Cultural,N.D.,FUNDACION NUEVO TEATRO DE BOGOTA,A,Carrera 80 B No. 6 -34 Of.,KR 80 B   6 -34 Of.,"4451839
3711158",N.D.,N.D.,fundacionnuevoteatrodebogota@gmail.com,N.D.,N.D.,UPZ46,CASTILLA,KENNEDY,"08"
"572","572",N.D.,Cultural,N.D.,FUNDACION OBJETS FAX / EL CONTRAGOLPE,A,"Carrera 8B # 57 — 32
","KR 8B   57 — 32
","6613281",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"573","573",N.D.,Cultural,N.D.,FUNDACION ORQUESTA SINFONICA DE BOGOTA Y/O FUNDACION FOSBO PARA LAS ARTES SINFONICAS Y/O ORQUESTA SINFONICA DE BOGOTA,A,"Calle 42 No. 22 - 62 Of. 302
","CL 42   22 - 62 Of. 302
","2688398",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"574","574",N.D.,Deportiva,N.D.,FUNDACIÓN PARA EL BIENESTAR DEPORTIVO Y SOCIAL FUNBIDES – 2/2,N.D.,Calle 10 A N° 72 C 36,CL 10 A N 72 C 36,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ46,CASTILLA,KENNEDY,"08"
"575","575",N.D.,Cultural,N.D.,FUNDACION PARA EL DESARROLLO AUDIOVISUAL Y CULTURAL EL CRIOLLO - PROD,A,"Carrera 3 NO. 22 47 AP 303


","KR 3   22 47 AP 303


","3412016","3204021249",N.D.,elcriolloproducciones@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"576","576",N.D.,Cultural,N.D.,FUNDACION PARA EL DESARROLLO CULTURAL COLECTIVO TEATRAL UNITARIO,A,"Carrera 55B NO. 78-99 

","KR 55B   78-99 

","2407426","3102911112",N.D.,fundacionctu@gmail.com,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"577","577",N.D.,Cultural,N.D.,FUNDACION PARA EL DESARROLLO DEL CINE Y LA CULTURA ,A,"Carrera 51 A No. 127-52 IN 8 Apto. 401 


","KR 51 A   127-52 IN 8 Apto. 401 


","6435966",N.D.,N.D.,INFO@CINECULTURA.ORG,N.D.,N.D.,UPZ19,EL PRADO,SUBA,"11"
"578","578",N.D.,Cultural,N.D.,FUNDACION PARA EL DESARROLLO GESTION Y DIFUSION CULTURAL LLORONA SIGLA FUNDACION LLORONA,A,"Carrera 9 NO. 61 81 Of. 304

","KR 9   61 81 Of. 304

","2117067
8014863",N.D.,N.D.,llorona@lloronarecords.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"579","579",N.D.,Deportiva,N.D.,FUNDACION PARA EL DESARROLLO SOCIAL DEPORTIVO Y CULTURAL – INTEGRAR COLOMBIA,N.D.,"Calle 69 D No. 2 A 46 SUR
","CL 69 D   2 A 46 SUR
",N.D.,N.D.,N.D.,fundacionintegrarcolombia@gmail.com,N.D.,N.D.,UPZ57,GRAN YOMASA,USME,"05"
"580","580",N.D.,Cultural,N.D.,FUNDACION PARA EL FOMENTO DE LAS ARTES VISUALES Y CINEMATOGRAFICAS CUYA SIGLA SERA FUNDVISUAL,A,"Av. Carrera 19 # 34-57

","AV KR 19   34-57

","2455391",N.D.,N.D.,gladyspacheco74@yahoo.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"581","581",N.D.,Cultural,N.D.,FUNDACION PARA LA DIVULGACION DE LAS ARTES EL VULGAR,A,"Transversal 1 B No. 55 42

","TV 1 B   55 42

","2491812",N.D.,N.D.,GRUPOELVULGAR@GMAIL.COM,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"582","582",N.D.,Cultural,N.D.,FUNDACION PARA LA DIVULGACION DEL ARTE LIRICO ESCENICO,A,"Av. 22 No. 42-87 Apto. 301

","AV 22   42-87 Apto. 301

","2691943
2837303",N.D.,N.D.,EMALAGN@YAHOO.COM,N.D.,N.D.,UPZ111,PUENTE ARANDA,PUENTE ARANDA,"16"
"583","583",N.D.,Cultural,N.D.,"FUNDACION PARA LA FORMACION Y EL DESARROLLO DEL DEPORTE, LA RECREACION Y LA CULTURA EN LA POBLACION DE COLOMBIA",A,"Calle 8 BIS No. 79 - 72

","CL 8 BIS   79 - 72

","4770365","3123673791",N.D.,andrea-mendez@fundacioncalidadhumanaconclase.org,N.D.,N.D.,UPZ46,CASTILLA,KENNEDY,"08"
"584","584",N.D.,Deportiva,N.D.,FUNDACIÓN PARA LA PROMOCIÓN DEL DEPORTE AFICIONADO FUPDEPA,N.D.,"CLL 64 No. 13 - 71
","CLL 64   13 - 71
",N.D.,N.D.,N.D.,fudepa@yahoo.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"585","585",N.D.,Cultural,N.D.,FUNDACION PARAISOAMERICA,A,"Carrera 18 NO. 56-25 

","KR 18   56-25 

","2494079",N.D.,N.D.,PARAISOAMERICA@YAHOO.COM.MX,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"586","586",N.D.,Cultural,N.D.,FUNDACION POLIEDRO,A,"CL 54 A No. 14 66 

","CL 54 A   14 66 

","70200030","3105510974",N.D.,dirctora@elpoliedro.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"587","587",N.D.,Cultural,N.D.,FUNDACIÓN PURPURA,A,"Carrera 51 No. 29 A 22 Sur
","KR 51   29 A 22 Sur
","7203921",N.D.,N.D., purpuracreactivo@gmail.com,N.D.,N.D.,UPZ41,MUZU,PUENTE ARANDA,"16"
"588","588",N.D.,Deportiva,N.D.,FUNDACION RECREO DEPORTIVA Y CULTURAL SIGLO XXI – FUNREC – 4/4,N.D.,"Calle 71 F Sur No. 80 M 39
","CL 71 F Sur   80 M 39
",N.D.,N.D.,N.D.,funrec@hotmail.com,N.D.,N.D.,UPZ85,BOSA CENTRAL,BOSA,"07"
"589","589",N.D.,Deportiva,N.D.,FUNDACIÓN REDES DE APOYO,N.D.,Carrera 78K No 33 A -16 Sur,KR 78K  33 A -16 Sur,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ47,KENNEDY CENTRAL,KENNEDY,"08"
"590","590",N.D.,Cultural,N.D.,FUNDACION REMA RED DE MUSICOS Y ARTISTAS,A,"Carrera 15 No. 31-50 Apto. 211 

","KR 15   31-50 Apto. 211 

","7350896","3108125471",N.D.,contacto@fundacionrema.org,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"591","591",N.D.,Cultural,N.D.,FUNDACION SALVI,A,Calle 70 A No. 11 - 67  -,CL 70 A   11 - 67  -,"2172231",N.D.,N.D.,contabilidad@cartagenamusicfestival.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"592","592",N.D.,Cultural,N.D.,FUNDACIÓN SELLO NUESTRO,A,"Calle 12 A NO. 71 C 20 Torre 5 Apto. 702
","CL 12 A   71 C 20 Torre 5 Apto. 702
",N.D.,"3016439630",N.D.,sellonuestrofundacion@gmail.com,N.D.,N.D.,UPZ113,BAVARIA,KENNEDY,"08"
"593","593",N.D.,Deportiva,N.D.,FUNDACION SOCCER BOGOTA,N.D.,"Calle 59 A Bis Sur No. 23 D - 16

","CL 59 A Bis Sur   23 D - 16

","7319205","3202035242",N.D.,johanjimenezcruz@gmail.com,N.D.,N.D.,UPZ65,ARBORIZADORA,CIUDAD BOLIVAR,"19"
"594","594",N.D.,Cultural,N.D.,FUNDACION SOCIAL Y CULTURAL PIEDRA PAPEL Y TIJERA,A,"Calle 75 SUR NO. 18 D 67

","CL 75 SUR   18 D 67

",N.D.,"3214048346",N.D.,fundacionpiedrapapelytijera@hotmail.com,N.D.,N.D.,UPZ67,LUCERO,CIUDAD BOLIVAR,"19"
"595","595",N.D.,Cultural,N.D.,"FUNDACION SOCIO-CULTURAL AFROCOLOMBIA ""REINA AFRICANA""",A,"Calle 62 Bis Sur NO. 14 38 Este
","CL 62 Bis Sur   14 38 Este
",N.D.,"3142246123",N.D.,FUNDACIONREINAAFRICANA@GMAIL.COM,N.D.,N.D.,UPZ56,DANUBIO,USME,"05"
"596","596",N.D.,Deportiva,N.D.,FUNDACIÓN SOMOS SIERRA,N.D.,"Carrera 9 A No. 113 - 70

","KR 9 A   113 - 70

","6209172",N.D.,N.D.,mbernalisaza@gmail.com,N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"597","597",N.D.,Cultural,N.D.,FUNDACION TACTUS,A,"Calle 22 No. 49 – 45 Apto. 302

","CL 22   49 – 45 Apto. 302

",N.D.,"3002135466",N.D.,tactuscolombia@gmail.com,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"598","598",N.D.,Cultural,N.D.,FUNDACION TALENTO COLOMBIANO,A,Calle 161 # 21 - 55,CL 161   21 - 55,"4741406","313906636",N.D.,N.D.,N.D.,N.D.,UPZ12,TOBERIN,USAQUEN,"01"
"599","599",N.D.,Cultural,N.D.,FUNDACION TEATRAL BARAJAS ,A,"Carrera 23 No. 54-40


","KR 23   54-40


","2103114",N.D.,N.D.,funbarajas@yahoo.es,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"600","600",N.D.,Cultural,N.D.,FUNDACION TEATRO  TALLER DE COLOMBIA,A,"Calle 10 NO. 0 – 55

","CL 10   0 – 55

","2836444
2835189",N.D.,N.D.,telacol@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"601","601",N.D.,Cultural,N.D.,FUNDACION TEATRO COMUNIDAD,A,"Carrera 20 No. 50 59

","KR 20   50 59

","2492307
","3106998323",N.D.,teacomun@hotmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"602","602",N.D.,Cultural,N.D.,FUNDACION TEATRO DE LA CARRERA,A,"Carrera 13 Num. 61-24 

","KR 13   61-24 

","24827726",N.D.,N.D.,teatrodelacarrera@hotmail.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"603","603",N.D.,Cultural,N.D.,FUNDACION TEATRO DE TITERES PACIENCIA DE GUAYABA ,A,"Carrera 33 No. 23-71 Bl B1 Local 05A 


","KR 33   23-71 Bl B1 Local 05A 


","2696346",N.D.,N.D.,paciencia.deguayaba@gmail.com,N.D.,N.D.,UPZ107,QUINTA PAREDES,TEUSAQUILLO,"13"
"604","604",N.D.,Cultural,N.D.,FUNDACION TEATRO ESTUDIO CALARCA TECAL,A,Calle 12 B No. 2 - 70,CL 12 B   2 - 70,"42",N.D.,N.D.,  tecal42@yahoo.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"605","605",N.D.,Cultural,N.D.,FUNDACION TEATRO INTERNO  CAMBIA NOMBRE A FUNDACIÓN ACCIÓN INTERNA,A,"Calle 8 BIS No. 79 - 72
","CL 8 BIS   79 - 72
","4770365","3123673791",N.D.,andrea-mendez@fundacioncalidadhumanaconclase.org,N.D.,N.D.,UPZ46,CASTILLA,KENNEDY,"08"
"606","606",N.D.,Cultural,N.D.,FUNDACION TEATRO LIBRE DE BOGOTA ,A,"Carrera 11 No. 61-80 

","KR 11   61-80 

","2171988",N.D.,N.D.,direccionejecutiva@teatrolibre.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"607","607",N.D.,Cultural,N.D.,FUNDACION TEATRO MUSICAL LATINOAMERICANO – FUNDACION MULATO,A,"Calle 80 No. 55 B - 47
","CL 80   55 B - 47
","5473110","3176644775",N.D.,IACHAVEZ@YAHOO.COM,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"608","608",N.D.,Cultural,N.D.,FUNDACION TEATRO NACIONAL,A,"Calle 71 No. 10 – 11 

","CL 71   10 – 11 

","7957457",N.D.,N.D.,"
Msiabato@teatronacional.co",N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"609","609",N.D.,Cultural,N.D.,FUNDACION TEATRO QUIMERA,A,"Calle 70 No. 19-40


","CL 70   19-40


","2179240",N.D.,N.D.,TEATRO QUIMERA@YAHOO.ES,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"610","610",N.D.,Cultural,N.D.,FUNDACION TEATRO VARASANTA CENTRO PARA LA TRANSFORMACION DEL ACTOR,A,"Calle 63 D Bis No. 22-37


","CL 63 D Bis   22-37


","6951237",N.D.,N.D.,tvarasanta@gmail.com,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"611","611",N.D.,Deportiva,N.D.,FUNDACION TENNIS POR COLOMBIA,N.D.,Cra 21 No 94-27 Ofc 303,KR 21  94-27 Ofc 303,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
